yourlist:M20200414DA437993067D6F64326E5E763500BDED121471F	isomap:M20200414DA437993067D6F64326E5E763500BDED121471F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSP00000353804	ENSP00000353804 -> Q9NR19-1	Q9NR19	ACSA_HUMAN	reviewed	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)	ACSS2 ACAS2	Homo sapiens (Human)	701
ENSP00000355645		P68133	ACTS_HUMAN	reviewed	Actin, alpha skeletal muscle (Alpha-actin-1) [Cleaved into: Actin, alpha skeletal muscle, intermediate form]	ACTA1 ACTA	Homo sapiens (Human)	377
ENSP00000224784		P62736	ACTA_HUMAN	reviewed	Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein) [Cleaved into: Actin, aortic smooth muscle, intermediate form]	ACTA2 ACTSA ACTVS GIG46	Homo sapiens (Human)	377
ENSP00000416706		Q562R1	ACTBL_HUMAN	reviewed	Beta-actin-like protein 2 (Kappa-actin)	ACTBL2	Homo sapiens (Human)	376
ENSP00000295137	ENSP00000295137 -> P63267-1	P63267	ACTH_HUMAN	reviewed	Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]	ACTG2 ACTA3 ACTL3 ACTSG	Homo sapiens (Human)	376
ENSP00000397552	ENSP00000397552 -> O96019-1	O96019	ACL6A_HUMAN	reviewed	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A BAF53 BAF53A INO80K	Homo sapiens (Human)	429
ENSP00000160382		O94805	ACL6B_HUMAN	reviewed	Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B)	ACTL6B ACTL6 BAF53B	Homo sapiens (Human)	426
ENSP00000334300		Q9Y615	ACL7A_HUMAN	reviewed	Actin-like protein 7A (Actin-like-7-alpha)	ACTL7A	Homo sapiens (Human)	435
ENSP00000363799		Q9Y614	ACL7B_HUMAN	reviewed	Actin-like protein 7B (Actin-like-7-beta)	ACTL7B	Homo sapiens (Human)	415
ENSP00000377941	ENSP00000377941 -> P12814-3	P12814	ACTN1_HUMAN	reviewed	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	ACTN1	Homo sapiens (Human)	892
ENSP00000355537	ENSP00000355537 -> P35609-1	P35609	ACTN2_HUMAN	reviewed	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	ACTN2	Homo sapiens (Human)	894
ENSP00000252699	ENSP00000252699 -> O43707-1	O43707	ACTN4_HUMAN	reviewed	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	ACTN4	Homo sapiens (Human)	911
ENSP00000254286		Q9NZ32	ARP10_HUMAN	reviewed	Actin-related protein 10 (Actin-related protein 11) (hARP11)	ACTR10 ACTR11 ARP11	Homo sapiens (Human)	417
ENSP00000358921		P61163	ACTZ_HUMAN	reviewed	Alpha-centractin (Centractin) (ARP1) (Actin-RPV) (Centrosome-associated actin homolog)	ACTR1A CTRN1	Homo sapiens (Human)	376
ENSP00000289228		P42025	ACTY_HUMAN	reviewed	Beta-centractin (Actin-related protein 1B) (ARP1B)	ACTR1B CTRN2	Homo sapiens (Human)	376
ENSP00000367220	ENSP00000367220 -> P61160-2	P61160	ARP2_HUMAN	reviewed	Actin-related protein 2 (Actin-like protein 2)	ACTR2 ARP2	Homo sapiens (Human)	394
ENSP00000263238		P61158	ARP3_HUMAN	reviewed	Actin-related protein 3 (Actin-like protein 3)	ACTR3 ARP3	Homo sapiens (Human)	418
ENSP00000256001	ENSP00000256001 -> Q9P1U1-1	Q9P1U1	ARP3B_HUMAN	reviewed	Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B) (Actin-related protein ARP4)	ACTR3B ARP11 ARP4	Homo sapiens (Human)	418
ENSP00000336842	ENSP00000336842 -> Q9H981-1	Q9H981	ARP8_HUMAN	reviewed	Actin-related protein 8 (hArp8) (INO80 complex subunit N)	ACTR8 ARP8 INO80N	Homo sapiens (Human)	624
ENSP00000263640		Q04771	ACVR1_HUMAN	reviewed	Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Activin receptor-like kinase 2) (ALK-2) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I)	ACVR1 ACVRLK2	Homo sapiens (Human)	509
ENSP00000361965		P00813	ADA_HUMAN	reviewed	Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)	ADA ADA1	Homo sapiens (Human)	363
ENSP00000296513	ENSP00000296513 -> Q96M93-1	Q96M93	ADAD1_HUMAN	reviewed	Adenosine deaminase domain-containing protein 1 (Testis nuclear RNA-binding protein)	ADAD1 TENR	Homo sapiens (Human)	576
ENSP00000357668	ENSP00000357668 -> O43184-1	O43184	ADA12_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha)	ADAM12 MLTN UNQ346/PRO545	Homo sapiens (Human)	909
ENSP00000349436	ENSP00000349436 -> Q13444-1	Q13444	ADA15_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	ADAM15 MDC15	Homo sapiens (Human)	863
ENSP00000309968	ENSP00000309968 -> P78536-1	P78536	ADA17_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 CSVP TACE	Homo sapiens (Human)	824
ENSP00000265727	ENSP00000265727 -> Q9P0K1-1	Q9P0K1	ADA22_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)	ADAM22 MDC2	Homo sapiens (Human)	906
ENSP00000264377	ENSP00000264377 -> O75077-1	O75077	ADA23_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)	ADAM23 MDC3	Homo sapiens (Human)	832
ENSP00000352177	ENSP00000352177 -> Q9UKF5-1	Q9UKF5	ADA29_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 29 (ADAM 29) (Cancer/testis antigen 73) (CT73)	ADAM29	Homo sapiens (Human)	820
ENSP00000348912	ENSP00000348912 -> Q9BZ11-1	Q9BZ11	ADA33_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-)	ADAM33 C20orf153 UNQ873/PRO1891	Homo sapiens (Human)	813
ENSP00000284984		Q9UHI8	ATS1_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 1 (ADAM-TS 1) (ADAM-TS1) (ADAMTS-1) (EC 3.4.24.-) (METH-1)	ADAMTS1 KIAA1346 METH1	Homo sapiens (Human)	967
ENSP00000270328		A0A0A0MQW6	A0A0A0MQW6_HUMAN	unreviewed	A disintegrin and metalloproteinase with thrombospondin motifs 10	ADAMTS10	Homo sapiens (Human)	1103
ENSP00000344847	ENSP00000344847 -> P58397-3	P58397	ATS12_HUMAN	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-)	ADAMTS12 UNQ1918/PRO4389	Homo sapiens (Human)	1594
ENSP00000286744	ENSP00000286744 -> P82987-1	P82987	ATL3_HUMAN	reviewed	ADAMTS-like protein 3 (ADAMTSL-3) (Punctin-2)	ADAMTSL3 KIAA1233	Homo sapiens (Human)	1691
ENSP00000271643	ENSP00000271643 -> Q6UY14-1	Q6UY14	ATL4_HUMAN	reviewed	ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1)	ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012	Homo sapiens (Human)	1074
ENSP00000265846	ENSP00000265846 -> O75689-1	O75689	ADAP1_HUMAN	reviewed	Arf-GAP with dual PH domain-containing protein 1 (Centaurin-alpha-1) (Cnt-a1) (Putative MAPK-activating protein PM25)	ADAP1 CENTA1	Homo sapiens (Human)	374
ENSP00000357459	ENSP00000357459 -> P55265-1	P55265	DSRAD_HUMAN	reviewed	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)	ADAR ADAR1 DSRAD G1P1 IFI4	Homo sapiens (Human)	1226
ENSP00000353920	ENSP00000353920 -> P78563-1	P78563	RED1_HUMAN	reviewed	Double-stranded RNA-specific editase 1 (EC 3.5.4.37) (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase)	ADARB1 ADAR2 DRADA2 RED1	Homo sapiens (Human)	741
ENSP00000310015	ENSP00000310015 -> Q9BUB4-1	Q9BUB4	ADAT1_HUMAN	reviewed	tRNA-specific adenosine deaminase 1 (hADAT1) (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)	ADAT1	Homo sapiens (Human)	502
ENSP00000332448		D6W601	D6W601_HUMAN	unreviewed	HCG22695, isoform CRA_a (Probable inactive tRNA-specific adenosine deaminase-like protein 3)	ADAT3 hCG_22695	Homo sapiens (Human)	367
ENSP00000297323		Q08828	ADCY1_HUMAN	reviewed	Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase)	ADCY1	Homo sapiens (Human)	1119
ENSP00000342952	ENSP00000342952 -> Q08462-1	Q08462	ADCY2_HUMAN	reviewed	Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2)	ADCY2 KIAA1060	Homo sapiens (Human)	1091
ENSP00000260600	ENSP00000260600 -> O60266-1	O60266	ADCY3_HUMAN	reviewed	Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3)	ADCY3 KIAA0511	Homo sapiens (Human)	1144
ENSP00000312126	ENSP00000312126 -> Q8NFM4-1	Q8NFM4	ADCY4_HUMAN	reviewed	Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4)	ADCY4	Homo sapiens (Human)	1077
ENSP00000311405	ENSP00000311405 -> O43306-1	O43306	ADCY6_HUMAN	reviewed	Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase)	ADCY6 KIAA0422	Homo sapiens (Human)	1168
ENSP00000286355		P40145	ADCY8_HUMAN	reviewed	Adenylate cyclase type 8 (EC 4.6.1.1) (ATP pyrophosphate-lyase 8) (Adenylate cyclase type VIII) (Adenylyl cyclase 8) (AC8) (Ca(2+)/calmodulin-activated adenylyl cyclase)	ADCY8	Homo sapiens (Human)	1251
ENSP00000294016		O60503	ADCY9_HUMAN	reviewed	Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (ACIX) (Adenylyl cyclase 9) (AC9)	ADCY9 KIAA0520	Homo sapiens (Human)	1353
ENSP00000264758	ENSP00000264758 -> P35611-3	P35611	ADDA_HUMAN	reviewed	Alpha-adducin (Erythrocyte adducin subunit alpha)	ADD1 ADDA	Homo sapiens (Human)	737
ENSP00000264436	ENSP00000264436 -> P35612-1	P35612	ADDB_HUMAN	reviewed	Beta-adducin (Erythrocyte adducin subunit beta)	ADD2 ADDB	Homo sapiens (Human)	726
ENSP00000348381	ENSP00000348381 -> Q9UEY8-1	Q9UEY8	ADDG_HUMAN	reviewed	Gamma-adducin (Adducin-like protein 70)	ADD3 ADDL	Homo sapiens (Human)	706
ENSP00000306606		P00325	ADH1B_HUMAN	reviewed	All-trans-retinol dehydrogenase [NAD(+)] ADH1B (EC 1.1.1.105) (Alcohol dehydrogenase 1B) (Alcohol dehydrogenase subunit beta)	ADH1B ADH2	Homo sapiens (Human)	375
ENSP00000296412		P11766	ADHX_HUMAN	reviewed	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase class chi chain) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	ADH5 ADHX FDH	Homo sapiens (Human)	374
ENSP00000378359	ENSP00000378359 -> P28332-2	P28332	ADH6_HUMAN	reviewed	Alcohol dehydrogenase 6 (EC 1.1.1.1)	ADH6	Homo sapiens (Human)	368
ENSP00000333666	ENSP00000333666 -> Q9BV57-1	Q9BV57	MTND_HUMAN	reviewed	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD) (Membrane-type 1 matrix metalloproteinase cytoplasmic tail-binding protein 1) (MTCBP-1) (Submergence-induced protein-like factor) (Sip-L)	ADI1 MTCBP1 HMFT1638	Homo sapiens (Human)	179
ENSP00000278175		P35318	ADML_HUMAN	reviewed	ADM [Cleaved into: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM N-terminal 20 peptide) (PAMP) (ProAM-N20)]	ADM AM	Homo sapiens (Human)	185
ENSP00000342905		Q9H2P0	ADNP_HUMAN	reviewed	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	ADNP ADNP1 KIAA0784	Homo sapiens (Human)	1102
ENSP00000362888		Q96SZ5	AEDO_HUMAN	reviewed	2-aminoethanethiol dioxygenase (EC 1.13.11.19) (Cysteamine dioxygenase)	ADO C10orf22	Homo sapiens (Human)	270
ENSP00000336630		P29274	AA2AR_HUMAN	reviewed	Adenosine receptor A2a	ADORA2A ADORA2	Homo sapiens (Human)	412
ENSP00000308549	ENSP00000308549 -> P30542-1	P30542	AA1R_HUMAN	reviewed	Adenosine receptor A1	ADORA1	Homo sapiens (Human)	326
ENSP00000349496		P54922	ADPRH_HUMAN	reviewed	[Protein ADP-ribosylarginine] hydrolase (ADP-ribosylarginine hydrolase) (hARH1) (EC 3.2.2.19) (ADP-ribose-L-arginine cleaving enzyme)	ADPRH ARH1	Homo sapiens (Human)	357
ENSP00000369960	ENSP00000369960 -> P35348-2	P35348	ADA1A_HUMAN	reviewed	Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor) (Alpha-adrenergic receptor 1c)	ADRA1A ADRA1C	Homo sapiens (Human)	466
ENSP00000306662		P35368	ADA1B_HUMAN	reviewed	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)	ADRA1B	Homo sapiens (Human)	520
ENSP00000280155		P08913	ADA2A_HUMAN	reviewed	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	ADRA2A ADRA2R ADRAR	Homo sapiens (Human)	465
ENSP00000358301		P08588	ADRB1_HUMAN	reviewed	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	ADRB1 ADRB1R B1AR	Homo sapiens (Human)	477
ENSP00000305372		P07550	ADRB2_HUMAN	reviewed	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	ADRB2 ADRB2R B2AR	Homo sapiens (Human)	413
ENSP00000312262		P25098	ARBK1_HUMAN	reviewed	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	GRK2 ADRBK1 BARK BARK1	Homo sapiens (Human)	689
ENSP00000317578		P35626	ARBK2_HUMAN	reviewed	Beta-adrenergic receptor kinase 2 (Beta-ARK-2) (EC 2.7.11.15) (G-protein-coupled receptor kinase 3)	GRK3 ADRBK2 BARK2	Homo sapiens (Human)	688
ENSP00000253003		Q16186	ADRM1_HUMAN	reviewed	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110	Homo sapiens (Human)	407
ENSP00000216194		A0A0A6YY92	A0A0A6YY92_HUMAN	unreviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	ADSL	Homo sapiens (Human)	498
ENSP00000355493		P30520	PURA2_HUMAN	reviewed	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS2 ADSS	Homo sapiens (Human)	456
ENSP00000333019	ENSP00000333019 -> Q8N142-2	Q8N142	PURA1_HUMAN	reviewed	Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (Adenylosuccinate synthetase-like 1) (AdSSL1) (IMP--aspartate ligase 1)	ADSS1 ADSSL1	Homo sapiens (Human)	457
ENSP00000223357	ENSP00000223357 -> Q8IUX7-1	Q8IUX7	AEBP1_HUMAN	reviewed	Adipocyte enhancer-binding protein 1 (AE-binding protein 1) (Aortic carboxypeptidase-like protein)	AEBP1 ACLP	Homo sapiens (Human)	1158
ENSP00000381840	ENSP00000381840 -> Q6ZN18-1	Q6ZN18	AEBP2_HUMAN	reviewed	Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2)	AEBP2	Homo sapiens (Human)	517
ENSP00000221561	ENSP00000221561 -> Q08117-2	Q08117	TLE5_HUMAN	reviewed	TLE family member 5 (Amino-terminal enhancer of split) (Amino enhancer of split) (Gp130-associated protein GAM) (Grg-5) (Groucho-related protein 5) (Protein ESP1) (Protein GRG) (TLE family member 5, transcriptional modulator)	TLE5 AES GRG GRG5	Homo sapiens (Human)	197
ENSP00000410689	ENSP00000410689 -> Q8N556-2	Q8N556	AFAP1_HUMAN	reviewed	Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110)	AFAP1 AFAP	Homo sapiens (Human)	730
ENSP00000296721	ENSP00000296721 -> Q8TED9-1	Q8TED9	AF1L1_HUMAN	reviewed	Actin filament-associated protein 1-like 1 (AFAP1-like protein 1)	AFAP1L1	Homo sapiens (Human)	768
ENSP00000303042	ENSP00000303042 -> Q8N4X5-1	Q8N4X5	AF1L2_HUMAN	reviewed	Actin filament-associated protein 1-like 2 (AFAP1-like protein 2)	AFAP1L2 KIAA1914 XB130	Homo sapiens (Human)	818
ENSP00000305689	ENSP00000305689 -> P51825-1	P51825	AFF1_HUMAN	reviewed	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	AFF1 AF4 FEL MLLT2 PBM1	Homo sapiens (Human)	1210
ENSP00000359489	ENSP00000359489 -> P51816-1	P51816	AFF2_HUMAN	reviewed	AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein) (FMR2P) (Protein FMR-2) (Protein Ox19)	AFF2 FMR2 OX19	Homo sapiens (Human)	1311
ENSP00000265343	ENSP00000265343 -> Q9UHB7-1	Q9UHB7	AFF4_HUMAN	reviewed	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	AFF4 AF5Q31 MCEF HSPC092	Homo sapiens (Human)	1163
ENSP00000269143		Q9Y4W6	AFG32_HUMAN	reviewed	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	AFG3L2	Homo sapiens (Human)	797
ENSP00000238855	ENSP00000238855 -> Q6ULP2-1	Q6ULP2	AFTIN_HUMAN	reviewed	Aftiphilin	AFTPH AFTH	Homo sapiens (Human)	936
ENSP00000264595		P20933	ASPG_HUMAN	reviewed	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain]	AGA	Homo sapiens (Human)	346
ENSP00000307634	ENSP00000307634 -> Q9UPQ3-1	Q9UPQ3	AGAP1_HUMAN	reviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)	AGAP1 CENTG2 KIAA1099	Homo sapiens (Human)	857
ENSP00000328160		J3KNM6	J3KNM6_HUMAN	unreviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (Fragment)	AGAP2	Homo sapiens (Human)	1036
ENSP00000380413	ENSP00000380413 -> Q96P47-4	Q96P47	AGAP3_HUMAN	reviewed	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 (AGAP-3) (CRAM-associated GTPase) (CRAG) (Centaurin-gamma-3) (Cnt-g3) (MR1-interacting protein) (MRIP-1)	AGAP3 CENTG3	Homo sapiens (Human)	875
ENSP00000300176	ENSP00000300176 -> O95081-1	O95081	AGFG2_HUMAN	reviewed	Arf-GAP domain and FG repeat-containing protein 2 (HIV-1 Rev-binding protein-like protein) (Rev/Rex activation domain-binding protein related) (RAB-R)	AGFG2 HRBL RABR	Homo sapiens (Human)	481
ENSP00000316109	ENSP00000316109 -> Q8N302-1	Q8N302	AGGF1_HUMAN	reviewed	Angiogenic factor with G patch and FHA domains 1 (Angiogenic factor VG5Q) (hVG5Q) (G patch domain-containing protein 7) (Vasculogenesis gene on 5q protein)	AGGF1 GPATC7 GPATCH7 VG5Q	Homo sapiens (Human)	714
ENSP00000294724	ENSP00000294724 -> P35573-1	P35573	GDE_HUMAN	reviewed	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	AGL GDE	Homo sapiens (Human)	1532
ENSP00000337463		Q99943	PLCA_HUMAN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 1) (1-AGP acyltransferase 1) (1-AGPAT 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha) (Protein G15)	AGPAT1 G15	Homo sapiens (Human)	283
ENSP00000360761	ENSP00000360761 -> O15120-1	O15120	PLCB_HUMAN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta)	AGPAT2	Homo sapiens (Human)	278
ENSP00000264409		Q53EU6	GPAT3_HUMAN	reviewed	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (hGPAT3) (Lung cancer metastasis-associated protein 1) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta) (MAG-1)	GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492	Homo sapiens (Human)	434
ENSP00000264167		O00116	ADAS_HUMAN	reviewed	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5	Homo sapiens (Human)	658
ENSP00000338512		J3KNS1	J3KNS1_HUMAN	unreviewed	Cytosolic carboxypeptidase 1	AGTPBP1	Homo sapiens (Human)	1278
ENSP00000273430		P30556	AGTR1_HUMAN	reviewed	Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1)	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)	359
ENSP00000360973		P50052	AGTR2_HUMAN	reviewed	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)	AGTR2	Homo sapiens (Human)	363
ENSP00000319713	ENSP00000319713 -> Q6RW13-1	Q6RW13	ATRAP_HUMAN	reviewed	Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein)	AGTRAP ATRAP	Homo sapiens (Human)	159
ENSP00000302620		P21549	SPYA_HUMAN	reviewed	Serine--pyruvate aminotransferase (SPT) (EC 2.6.1.51) (Alanine--glyoxylate aminotransferase) (AGT) (EC 2.6.1.44)	AGXT AGT1 SPAT	Homo sapiens (Human)	392
ENSP00000231420	ENSP00000231420 -> Q9BYV1-1	Q9BYV1	AGT2_HUMAN	reviewed	Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)	AGXT2 AGT2	Homo sapiens (Human)	514
ENSP00000296486	ENSP00000296486 -> Q8TBG4-1	Q8TBG4	AT2L1_HUMAN	reviewed	Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)	ETNPPL AGXT2L1	Homo sapiens (Human)	499
ENSP00000217426	ENSP00000217426 -> P23526-1	P23526	SAHH_HUMAN	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	432
ENSP00000358814	ENSP00000358814 -> O43865-1	O43865	SAHH2_HUMAN	reviewed	S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	AHCYL1 DCAL IRBIT XPVKONA	Homo sapiens (Human)	530
